company_name,current_status,b_corp_profile,website,assessment_year,overall_score
DoubleDividend Management B.V.,de-certified,bcorporation.net/directory/doubledividend-management-bv,www.doubledividend.nl,2014,107.3
Pono Home,de-certified,bcorporation.net/directory/pono-home,ponohome.com,2018,80.1
The Female Social Network,de-certified,bcorporation.net/directory/bendalls-group,www.tfsnglobal.com,2015,80.3
Jard°n Pintacuentos,de-certified,bcorporation.net/directory/jard°n-pintacuentos,www.jardinpintacuentos.cl,2014,87.9
McEvoy Ranch,de-certified,bcorporation.net/directory/mcevoy-ranch,www.mcevoyranch.com,2014,85
Climate Resilience Consulting,de-certified,bcorporation.net/directory/climate-resilience-consulting,www.climateresilienceconsulting.com,2018,117.2
ANDES EXPRESS SAC,de-certified,bcorporation.net/directory/andes-express-sac,andesexpress.pe,2018,91.5
Do It Green (DIG),de-certified,bcorporation.net/directory/do-it-green-dig,digevents.ca,2016,85.5
Six Degree People,de-certified,bcorporation.net/directory/six-degree-people,sixdegreepeople.com,2015,82.9
1001PACT,de-certified,bcorporation.net/directory/1001pact,1001pact.com,2015,111.2
Inspired Ventures,de-certified,bcorporation.net/directory/inspired-ventures,inspiredventures.co.uk,2016,84.9
Casper,de-certified,bcorporation.net/directory/casper,casper.com,2017,80.8
NEXOOS GROUP S.A.,de-certified,bcorporation.net/directory/nexoos-group-sa,www.nexoos.com.py,2016,83
Help2Heal,de-certified,bcorporation.net/directory/help2heal,help2heal.com,2016,89.3
"The Scott Petinga Group, GBC",de-certified,bcorporation.net/directory/the-scott-petinga-group-gbc,www.thescottpetingagroup.com,2016,92.3
MakerKids,de-certified,bcorporation.net/directory/makerkids,makerkids.com,2015,89.7
Nova Sun Power,de-certified,bcorporation.net/directory/nova-sun-power,novasunpower.com,2014,100.3
Main Street Benefits,de-certified,bcorporation.net/directory/main-street-benefits,mymsbenefits.com,2012,81.1
Smart Sustainability Consulting,de-certified,bcorporation.net/directory/smart-sustainability-consulting,www.hawaiissc.com,2015,97.8
Smart Sustainability Consulting,de-certified,bcorporation.net/directory/smart-sustainability-consulting,www.hawaiissc.com,2012,98.1
DwellTek,de-certified,bcorporation.net/directory/dwelltek,www.dwelltek.com,2012,90.4
Te Quiero Verde,de-certified,bcorporation.net/directory/te-quiero-verde,www.tqv.cl,2016,84.5
Te Quiero Verde,de-certified,bcorporation.net/directory/te-quiero-verde,www.tqv.cl,2014,88.7
Jackson River,de-certified,bcorporation.net/directory/jackson-river,www.jacksonriver.com,2013,95.4
RedShip LLC,de-certified,bcorporation.net/directory/redship-llc,www.redship.com,2013,94.9
Simply Gum,de-certified,bcorporation.net/directory/simply-gum,www.simplygum.com,2014,82.9
"Tu clase, tu pa°s",de-certified,bcorporation.net/directory/tu-clase-tu-pa°s,www.tuclase.cl,2014,86.3
Kulshan Services LLC,de-certified,bcorporation.net/directory/kulshan-services-llc,kulshanservices.com,2018,81.1
WorthWild LLC,de-certified,bcorporation.net/directory/worthwild-llc,www.WorthWild.com,2016,113.1
WorthWild LLC,de-certified,bcorporation.net/directory/worthwild-llc,www.WorthWild.com,2014,108.8
Matter&Co,de-certified,bcorporation.net/directory/matterco,www.matterandco.com,2015,91.7
Intelligent Eco Solutions SpA,de-certified,bcorporation.net/directory/intelligent-eco-solutions-sp-a,intelligenteco.com,2018,98.9
Willem&Drees (old),de-certified,bcorporation.net/directory/willemdrees-old,www.willemendrees.nl,2015,93.9
R&D GREEN SRL,de-certified,bcorporation.net/directory/rd-green-srl,www.rydgreen.com.uy,2015,91.5
Marioway Srl SB,de-certified,bcorporation.net/directory/marioway-srl-sb,www.marioway.it,2016,80.1
Snoqualmie Ice Cream,de-certified,bcorporation.net/directory/snoqualmie-ice-cream,www.snoqualmieicecream.com,2016,80.5
"Affect Conf, LLC",de-certified,bcorporation.net/directory/affect-conf-llc,affectconf.com,2017,108.5
Tigh na Mara Salen Limited,de-certified,bcorporation.net/directory/tigh-na-mara-salen-limited,www.unique-cottages.com/tighnamara-salen,2016,83
Blazin' Babes,de-certified,bcorporation.net/directory/blazin-babes,blazinbabes.org,2016,84.4
East Amber,de-certified,bcorporation.net/directory/east-amber,eastamber.com,2017,97.9
Fearless Unlimited LLC,de-certified,bcorporation.net/directory/fearless-unlimited-llc,fearless.is,2016,85
"Thrive Impact Sourcing, LLC",de-certified,bcorporation.net/directory/thrive-impact-sourcing-llc,www.thrivecincinnati.com,2016,142.8
Almach Energy Ltd,de-certified,bcorporation.net/directory/almach-energy-ltd,www.almach.co.uk,2016,85.5
Food Connect,de-certified,bcorporation.net/directory/food-connect,www.foodconnect.com.au,2017,104.4
First Green Bank,de-certified,bcorporation.net/directory/first-green-bank,www.firstgreenbank.com,2016,128.5
gBuild Construction Managers,de-certified,bcorporation.net/directory/gbuild-construction-managers,www.gbuildcm.com,2013,88.5
"Rimon, P.C.",de-certified,bcorporation.net/directory/rimon-pc,www.rimonlaw.com,2013,81.1
The Root Collective,de-certified,bcorporation.net/directory/the-root-collective,therootcollective.com,2015,109.5
SOOKA INC / GLYDE America,de-certified,bcorporation.net/directory/sooka-inc-glyde-america,www.GlydeAmerica.com,2014,86.8
DeConi,de-certified,bcorporation.net/directory/deconi,www.deconi.bg,2017,94.3
DeConi,de-certified,bcorporation.net/directory/deconi,www.deconi.bg,2014,88.9
BABYONICA,de-certified,bcorporation.net/directory/babyonica,babyonica.ru,2017,91.5
HireUp,de-certified,bcorporation.net/directory/hireup,www.hireupyouth.ca,2017,92.7
Solid Ground Consulting,de-certified,bcorporation.net/directory/solid-ground-consulting,www.solidgroundconsulting.com,2017,87
MSir Rest LLC,de-certified,bcorporation.net/directory/msir-rest-llc,eatatbuzz.com,2017,81.7
Sustainable Societies Consulting Group,de-certified,bcorporation.net/directory/sustainable-societies-consulting-group,sscg.org,2017,83.4
All Across Africa,de-certified,bcorporation.net/directory/all-across-africa,allacrossafrica.org,2015,91.9
ColorADD,de-certified,bcorporation.net/directory/coloradd,www.coloradd.net,2014,84.6
Intrinsi,de-certified,bcorporation.net/directory/intrinsi,www.intrinsi.ca,2014,86.7
Peer,de-certified,bcorporation.net/directory/peer,www.peeradministratie.nl,2015,108
gb&d Magazine,de-certified,bcorporation.net/directory/gbd-magazine,gbdmagazine.com,2015,91.5
TeroLab Surface GmbH,de-certified,bcorporation.net/directory/terolab-surface-gmbh,www.terolabsurface.com/en,2017,80.1
T Chapman Consulting & Associates,de-certified,bcorporation.net/directory/t-chapman-consulting-associates,tanyachapmanconsulting.com,2016,94.3
Law Plus Plus,de-certified,bcorporation.net/directory/law-plus-plus,lawplusplus.com,2016,84.8
Crowdpac,de-certified,bcorporation.net/directory/crowdpac,www.crowdpac.com,2017,96.1
The Rose Group,de-certified,bcorporation.net/directory/the-rose-group,www.Rose-Group.org,2014,110
GoGreen Store Srl,de-certified,bcorporation.net/directory/gogreen-store-srl,www.gogreenstore.com,2016,88.6
Preting,de-certified,bcorporation.net/directory/preting,www.preting.com,2016,80.1
Relight Solutions,de-certified,bcorporation.net/directory/relight-solutions,www.relightsolutions.com,2018,98.9
Relight Solutions,de-certified,bcorporation.net/directory/relight-solutions,www.relightsolutions.com,2016,90.2
Lyda Law Firm LLC,de-certified,bcorporation.net/directory/lyda-law-firm-llc,lydalawfirm.com,2016,95.8
Qbic Hotels,de-certified,bcorporation.net/directory/qbic-hotels,www.qbichotels.com,2015,88.2
Encourage Capital,de-certified,bcorporation.net/directory/encourage-capital,encouragecapital.com,2013,101.8
Organic Planet LLC,de-certified,bcorporation.net/directory/organic-planet-llc,,2016,101.3
Organic Planet LLC,de-certified,bcorporation.net/directory/organic-planet-llc,,2013,97.7
Vedante Corp,de-certified,bcorporation.net/directory/vedante-corp,vedante.com,2013,91
VeeV Spirits,de-certified,bcorporation.net/directory/veev-spirits,www.veevlife.com,2013,88.4
CAP Global,de-certified,bcorporation.net/directory/cap-global,www.napopharma.com,2013,123.2
Green Canopy,de-certified,bcorporation.net/directory/green-canopy,greencanopy.com,2014,80.1
Green Canopy,de-certified,bcorporation.net/directory/green-canopy,greencanopy.com,2013,85.8
Imprint Capital,de-certified,bcorporation.net/directory/imprint-capital,,2013,133
Innovation for People,de-certified,bcorporation.net/directory/innovation-people,ifPeople.net,2016,95.2
Innovation for People,de-certified,bcorporation.net/directory/innovation-people,ifPeople.net,2014,99.3
Communally,de-certified,bcorporation.net/directory/communally,communally.tech,2018,128.9
Communally,de-certified,bcorporation.net/directory/communally,communally.tech,2016,131.2
Communally,de-certified,bcorporation.net/directory/communally,communally.tech,2014,117.9
Communally,de-certified,bcorporation.net/directory/communally,communally.tech,2012,127.9
Linhardt Design,de-certified,bcorporation.net/directory/linhaus,linhardtdesign.com,2016,88.4
Linhardt Design,de-certified,bcorporation.net/directory/linhaus,linhardtdesign.com,2013,109.8
ES Global Consulting,de-certified,bcorporation.net/directory/es-global-consulting,esglobal.com,2013,108.2
Care2,de-certified,bcorporation.net/directory/care2,care2.com,2015,89.8
Care2,de-certified,bcorporation.net/directory/care2,care2.com,2012,129.4
Bristlecone Advisors,de-certified,bcorporation.net/directory/bristlecone-advisors,www.bristleconeadvisors.com,2012,89.6
ECOSOCIAL CONSULTORIA EM DESENVOLVIMENTO HUMANO E ORGANIZACIONAL  LTDA.,de-certified,bcorporation.net/directory/ecosocial-consultoria-em-desenvolvimento-humano-e-organizacional-ltda,www.ecosocial.com.br,2016,80.3
Eleek Incorporated,de-certified,bcorporation.net/directory/eleek-incorporated,eleekinc.com,2016,102.6
Eleek Incorporated,de-certified,bcorporation.net/directory/eleek-incorporated,eleekinc.com,2012,119.3
TriLibrium,de-certified,bcorporation.net/directory/trilibrium,TriLibrium.com,2015,85.9
TriLibrium,de-certified,bcorporation.net/directory/trilibrium,TriLibrium.com,2013,84
Ethical Bean Coffee,de-certified,bcorporation.net/directory/ethical-bean-coffee,ethicalbean.com,2017,124.8
Ethical Bean Coffee,de-certified,bcorporation.net/directory/ethical-bean-coffee,ethicalbean.com,2016,115.6
Ethical Bean Coffee,de-certified,bcorporation.net/directory/ethical-bean-coffee,ethicalbean.com,2013,118.7
"TerraLocke, Inc.",de-certified,bcorporation.net/directory/terralocke-inc,terralocke.com,2012,96
InterSchola,de-certified,bcorporation.net/directory/interschola,www.interschola.com,2014,87
"March 4th, Inc.",de-certified,bcorporation.net/directory/march-4th-inc,,2016,98.6
"March 4th, Inc.",de-certified,bcorporation.net/directory/march-4th-inc,,2014,105.7
"March 4th, Inc.",de-certified,bcorporation.net/directory/march-4th-inc,,2012,130.1
Paige Wolf Media & Public Relations,de-certified,bcorporation.net/directory/paige-wolf-media-public-relations,paigewolf.com,2016,80.8
Paige Wolf Media & Public Relations,de-certified,bcorporation.net/directory/paige-wolf-media-public-relations,paigewolf.com,2015,81.2
Paige Wolf Media & Public Relations,de-certified,bcorporation.net/directory/paige-wolf-media-public-relations,paigewolf.com,2012,81.9
Green Grove Group,de-certified,bcorporation.net/directory/green-grove-group,greengrovegroup.com,2012,105.5
Modo Design Group Inc.,de-certified,bcorporation.net/directory/modo-design-group-inc,mododesigngroup.com,2014,89.8
BEYOND,de-certified,bcorporation.net/directory/beyond,www.beyondfamilyoffice.com,2016,84.4
Yoatz,de-certified,bcorporation.net/directory/yoatz,www.yoatz.com,2014,85.8
Mission Markets,de-certified,bcorporation.net/directory/mission-markets,www.missionmarkets.com,2014,95.7
Global Policy Solutions LLC,de-certified,bcorporation.net/directory/global-policy-solutions-llc,globalpolicysolutions.com,2016,100.7
Global Policy Solutions LLC,de-certified,bcorporation.net/directory/global-policy-solutions-llc,globalpolicysolutions.com,2014,95.1
One World Play Project,de-certified,bcorporation.net/directory/one-world-play-project,www.oneworldplayproject.com,2016,113.6
One World Play Project,de-certified,bcorporation.net/directory/one-world-play-project,www.oneworldplayproject.com,2012,104.4
SLOWCOLOR,de-certified,bcorporation.net/directory/slowcolor,,2012,128.9
Erbaviva,de-certified,bcorporation.net/directory/erbaviva,erbaviva.com,2016,81.9
Erbaviva,de-certified,bcorporation.net/directory/erbaviva,erbaviva.com,2015,80.6
"Joule, LLC",de-certified,bcorporation.net/directory/joule-llc,www.joule-energy.com,2016,81
"Joule, LLC",de-certified,bcorporation.net/directory/joule-llc,www.joule-energy.com,2014,95.2
WashPark Capital,de-certified,bcorporation.net/directory/washpark-capital,www.washparkcapital.com,2016,82.4
Cleantech Law Partners,de-certified,bcorporation.net/directory/cleantech-law-partners,www.cleantechlaw.com,2014,80.7
"First Rate, Inc.",de-certified,bcorporation.net/directory/first-rate-inc,firstrate.com,2014,96.1
Greener Inspections,de-certified,bcorporation.net/directory/greener-inspections,greenerinspections.com,2016,91.9
I AM Enlightened Creations,de-certified,bcorporation.net/directory/i-am-enlightened-creations,www.thinkiam.com/,2012,81.1
"Luftman, Heck & Associates, LLP",de-certified,bcorporation.net/directory/luftman-heck-associates-llp,www.LawLH.com,2016,100.3
"Luftman, Heck & Associates, LLP",de-certified,bcorporation.net/directory/luftman-heck-associates-llp,www.LawLH.com,2013,109.4
Liberty Tonerserv,de-certified,bcorporation.net/directory/liberty-tonerserv,,2012,87.6
Community Natural Foods,de-certified,bcorporation.net/directory/community-natural-foods,www.communitynaturalfoods.com,2014,80.8
Laudex,de-certified,bcorporation.net/directory/laudex,www.laudex.mx,2012,91.2
Juhudi Kilimo,de-certified,bcorporation.net/directory/juhudi-kilimo,,2014,177.8
Juhudi Kilimo,de-certified,bcorporation.net/directory/juhudi-kilimo,,2011,136.7
Charleston Travel Limited,de-certified,bcorporation.net/directory/charleston-travel-limited,www.charleston.co.ke,2011,81.8
Servals Automation Pvt Ltd,de-certified,bcorporation.net/directory/servals-automation-pvt-ltd,www.servalsgroup.blogspot.com,2011,80.5
Warby Parker,de-certified,bcorporation.net/directory/warby-parker,www.warbyparker.com,2015,111.9
Warby Parker,de-certified,bcorporation.net/directory/warby-parker,www.warbyparker.com,2013,109.4
iWE Studio,de-certified,bcorporation.net/directory/iwe-studio,iwestudio.org,2014,92.5
Living Forest Communities,de-certified,bcorporation.net/directory/living-forest-communities,livingforestcommunities.com,2013,107.1
Living Forest Communities,de-certified,bcorporation.net/directory/living-forest-communities,livingforestcommunities.com,2011,90.1
"Ideal Network, Inc.",de-certified,bcorporation.net/directory/ideal-network-inc,,2013,113.4
The Arnold Development Group,de-certified,bcorporation.net/directory/the-arnold-development-group,arnoldimaging.com,2016,119.6
The Arnold Development Group,de-certified,bcorporation.net/directory/the-arnold-development-group,arnoldimaging.com,2012,123.1
We.Build (webuild.io),de-certified,bcorporation.net/directory/webuild,webuild.io,2016,81
WaterSmart Software,de-certified,bcorporation.net/directory/watersmart-software,www.watersmart.com,2016,100.8
WaterSmart Software,de-certified,bcorporation.net/directory/watersmart-software,www.watersmart.com,2013,87.4
Give Something Back Workplace Solutions,de-certified,bcorporation.net/directory/give-something-back-workplace-solutions,givesomethingback.com,2015,133.8
Give Something Back Workplace Solutions,de-certified,bcorporation.net/directory/give-something-back-workplace-solutions,givesomethingback.com,2012,156.5
"Skoodat, LLC",de-certified,bcorporation.net/directory/skoodat-llc,www.skoodat.com,2012,97.7
RSF Capital Management PBC,de-certified,bcorporation.net/directory/rsf-capital-management-pbc,rsfsocialfinance.org,2017,145.1
RSF Capital Management PBC,de-certified,bcorporation.net/directory/rsf-capital-management-pbc,rsfsocialfinance.org,2014,152.2
RSF Capital Management PBC,de-certified,bcorporation.net/directory/rsf-capital-management-pbc,rsfsocialfinance.org,2012,165.3
Brenthaven,de-certified,bcorporation.net/directory/brenthaven,brenthaven.com,2013,82.3
New Resource Bank,de-certified,bcorporation.net/directory/new-resource-bank,newresourcebank.com,2017,137.6
New Resource Bank,de-certified,bcorporation.net/directory/new-resource-bank,newresourcebank.com,2015,130.5
New Resource Bank,de-certified,bcorporation.net/directory/new-resource-bank,newresourcebank.com,2013,141.2
New Resource Bank,de-certified,bcorporation.net/directory/new-resource-bank,newresourcebank.com,2012,123.7
REthink Development,de-certified,bcorporation.net/directory/rethink-development,rethinkdev.com,2016,104.6
REthink Development,de-certified,bcorporation.net/directory/rethink-development,rethinkdev.com,2013,94.8
DO GOOD Real Estate,de-certified,bcorporation.net/directory/do-good-real-estate,dogoodrealestate.com,2013,102.1
"Siw Thai Silk, Inc.",de-certified,bcorporation.net/directory/siw-thai-silk-inc,siwthaisilk.com,2013,98.4
Culinary Collective,de-certified,bcorporation.net/directory/culinary-collective,www.culinarycollective.com,2016,84.6
Culinary Collective,de-certified,bcorporation.net/directory/culinary-collective,www.culinarycollective.com,2013,86.5
Bison Brewing Company,de-certified,bcorporation.net/directory/bison-brewing-company,www.bisonbrew.com,2016,80.7
Bison Brewing Company,de-certified,bcorporation.net/directory/bison-brewing-company,www.bisonbrew.com,2013,93
Sustainability Television,de-certified,bcorporation.net/directory/sustainability-television,sustainabilitytelevision.com,2015,97.5
Savenia LLC,de-certified,bcorporation.net/directory/savenia-llc,www.savenialabs.com,2015,86.2
Savenia LLC,de-certified,bcorporation.net/directory/savenia-llc,www.savenialabs.com,2013,89.6
PhilanTech,de-certified,bcorporation.net/directory/philantech,philantech.com,2012,124.7
Free Range,de-certified,bcorporation.net/directory/free-range,www.freerange.com,2016,80.5
Free Range,de-certified,bcorporation.net/directory/free-range,www.freerange.com,2013,108.8
Sungevity,de-certified,bcorporation.net/directory/sungevity,sungevity.org,2015,115.5
Sungevity,de-certified,bcorporation.net/directory/sungevity,sungevity.org,2012,131.2
IGNIA Partners LLC,de-certified,bcorporation.net/directory/ignia-partners-llc,www.ignia.com.mx,2014,94.1
Murex Investments,de-certified,bcorporation.net/directory/murex-investments,www.murexinvests.com,2013,80.4
Fmyi,de-certified,bcorporation.net/directory/fmyi,www.fmyi.com,2015,91.4
Fmyi,de-certified,bcorporation.net/directory/fmyi,www.fmyi.com,2012,83.6
Goodmans Interior Structures,de-certified,bcorporation.net/directory/goodmans-interior-structures,www.goodmans.info,2016,83.4
Goodmans Interior Structures,de-certified,bcorporation.net/directory/goodmans-interior-structures,www.goodmans.info,2014,82.2
Concept Green,de-certified,bcorporation.net/directory/concept-green,www.conceptgreen.net,2014,91.2
Elefint Designs,de-certified,bcorporation.net/directory/elefint-designs,elefintdesigns.com,2015,92.3
Elefint Designs,de-certified,bcorporation.net/directory/elefint-designs,elefintdesigns.com,2012,88.3
The Big Blue Bike,de-certified,bcorporation.net/directory/the-big-blue-bike,thebigbluebike.com,2011,107
Emerge Financial Wellness,de-certified,bcorporation.net/directory/emerge-financial-wellness,www.emergebenefit.com,2012,156.5
Louder,de-certified,bcorporation.net/directory/louder,loudsauce.com,2013,82.5
Freeflow Digital,de-certified,bcorporation.net/directory/freeflow-digital,www.freeflowdigital.com,2016,80.4
Freeflow Digital,de-certified,bcorporation.net/directory/freeflow-digital,www.freeflowdigital.com,2012,90.4
CDI,de-certified,bcorporation.net/directory/cdi,,2013,139.2
CDI,de-certified,bcorporation.net/directory/cdi,,2012,125.5
Xerion Dispensary,de-certified,bcorporation.net/directory/xerion-dispensary,www.mozi-q.com,2014,82.4
Dapple,de-certified,bcorporation.net/directory/dapple,dapplebaby.com/,2016,83.5
Dapple,de-certified,bcorporation.net/directory/dapple,dapplebaby.com/,2012,81.2
Cutting Edge Counsel,de-certified,bcorporation.net/directory/cutting-edge-counsel,cuttingedgecounsel.com,2016,81
Cutting Edge Counsel,de-certified,bcorporation.net/directory/cutting-edge-counsel,cuttingedgecounsel.com,2013,81.8
The Honest Company,de-certified,bcorporation.net/directory/the-honest-company,honest.com,2015,107
The Honest Company,de-certified,bcorporation.net/directory/the-honest-company,honest.com,2012,91.7
Renewable Choice Energy,de-certified,bcorporation.net/directory/renewable-choice-energy,renewablechoice.com,2016,99.8
Renewable Choice Energy,de-certified,bcorporation.net/directory/renewable-choice-energy,renewablechoice.com,2013,95.5
Renewable Choice Energy,de-certified,bcorporation.net/directory/renewable-choice-energy,renewablechoice.com,2011,92.7
Green Building Services,de-certified,bcorporation.net/directory/green-building-services,greenbuildingservices.com,2015,100.2
Green Building Services,de-certified,bcorporation.net/directory/green-building-services,greenbuildingservices.com,2012,113.4
Moving Forward Education,de-certified,bcorporation.net/directory/moving-forward-education,girlsmovingforward.com,2016,147
Moving Forward Education,de-certified,bcorporation.net/directory/moving-forward-education,girlsmovingforward.com,2014,119.4
Moving Forward Education,de-certified,bcorporation.net/directory/moving-forward-education,girlsmovingforward.com,2012,131.4
Madhava Sweeteners,de-certified,bcorporation.net/directory/madhava-sweeteners,www.madhavasweeteners.com,2016,80.1
Madhava Sweeteners,de-certified,bcorporation.net/directory/madhava-sweeteners,www.madhavasweeteners.com,2014,80.4
Capital Pacific Bank,de-certified,bcorporation.net/directory/capital-pacific-bank,www.capitalpacificbank.com,2013,97.5
"Love & Hummus Co., LLC",de-certified,bcorporation.net/directory/love-hummus-co-llc,loveandhummus.com,2014,94.6
"Love & Hummus Co., LLC",de-certified,bcorporation.net/directory/love-hummus-co-llc,loveandhummus.com,2012,81.5
In Ticketing,de-certified,bcorporation.net/directory/in-ticketing,inticketing.com,2014,93.5
In Ticketing,de-certified,bcorporation.net/directory/in-ticketing,inticketing.com,2012,80
Bum Boosa Bamboo Products,de-certified,bcorporation.net/directory/bum-boosa-bamboo-products,bumboosa.com,2016,82.4
Bum Boosa Bamboo Products,de-certified,bcorporation.net/directory/bum-boosa-bamboo-products,bumboosa.com,2013,88.6
Bum Boosa Bamboo Products,de-certified,bcorporation.net/directory/bum-boosa-bamboo-products,bumboosa.com,2011,80.6
"Grower's Secret, Inc.",de-certified,bcorporation.net/directory/growers-secret-inc,growerssecret.com,2017,81.3
"Grower's Secret, Inc.",de-certified,bcorporation.net/directory/growers-secret-inc,growerssecret.com,2015,83.7
"Grower's Secret, Inc.",de-certified,bcorporation.net/directory/growers-secret-inc,growerssecret.com,2012,80.1
"The Bark House at Highland Craftsmen, Inc.",de-certified,bcorporation.net/directory/the-bark-house-highland-craftsmen-inc,,2015,116.7
"The Bark House at Highland Craftsmen, Inc.",de-certified,bcorporation.net/directory/the-bark-house-highland-craftsmen-inc,,2012,147.1
"Honeyman Sustainability Consulting, LLC",de-certified,bcorporation.net/directory/honeyman-sustainability-consulting-llc,,2015,103.1
"Honeyman Sustainability Consulting, LLC",de-certified,bcorporation.net/directory/honeyman-sustainability-consulting-llc,,2012,83
Womenetics,de-certified,bcorporation.net/directory/womenetics,womenetics.com,2014,96.6
Womenetics,de-certified,bcorporation.net/directory/womenetics,womenetics.com,2012,81.5
T2AP Creative Team,de-certified,bcorporation.net/directory/t2ap-creative-team,T2AP.COM,2012,83
SCS Global Services,de-certified,bcorporation.net/directory/scs-global-services,www.scsglobalservices.com,2014,90.3
SCS Global Services,de-certified,bcorporation.net/directory/scs-global-services,www.scsglobalservices.com,2012,97.6
Etsy,de-certified,bcorporation.net/directory/etsy,etsy.com,2015,126.8
Etsy,de-certified,bcorporation.net/directory/etsy,etsy.com,2013,105.1
Etsy,de-certified,bcorporation.net/directory/etsy,etsy.com,2012,80
OtoSim Inc.,de-certified,bcorporation.net/directory/otosim-inc,www.OtoSim.com,2012,92.4
SMART Watering Systems Inc.,de-certified,bcorporation.net/directory/smart-watering-systems-inc,smartwateringsystems.ca,2014,83.9
SMART Watering Systems Inc.,de-certified,bcorporation.net/directory/smart-watering-systems-inc,smartwateringsystems.ca,2012,90.3
INTI ZEN,de-certified,bcorporation.net/directory/inti-zen,www.intizen.com.ar,2016,86.7
INTI ZEN,de-certified,bcorporation.net/directory/inti-zen,www.intizen.com.ar,2014,81.5
INTI ZEN,de-certified,bcorporation.net/directory/inti-zen,www.intizen.com.ar,2012,87.6
"GreenCitizen, Inc.",de-certified,bcorporation.net/directory/greencitizen-inc,greencitizen.com,2014,91
"GreenCitizen, Inc.",de-certified,bcorporation.net/directory/greencitizen-inc,greencitizen.com,2013,85.7
"GreenCitizen, Inc.",de-certified,bcorporation.net/directory/greencitizen-inc,greencitizen.com,2012,90.6
Community Wealth Partners,de-certified,bcorporation.net/directory/community-wealth-partners,,2016,102.3
Community Wealth Partners,de-certified,bcorporation.net/directory/community-wealth-partners,,2012,125.3
Greca,de-certified,bcorporation.net/directory/greca,grecaweb.com,2014,80.9
Greca,de-certified,bcorporation.net/directory/greca,grecaweb.com,2012,84.6
Musuchouse,de-certified,bcorporation.net/directory/musuchouse,www.selkbagusa.com,2014,91.8
Musuchouse,de-certified,bcorporation.net/directory/musuchouse,www.selkbagusa.com,2012,83.1
Sechler CPA PC,de-certified,bcorporation.net/directory/sechler-cpa-pc,www.azcpa.com/,2016,94.8
Sechler CPA PC,de-certified,bcorporation.net/directory/sechler-cpa-pc,www.azcpa.com/,2014,109.6
Sechler CPA PC,de-certified,bcorporation.net/directory/sechler-cpa-pc,www.azcpa.com/,2012,128.5
The Phoenix Advisory Group,de-certified,bcorporation.net/directory/the-phoenix-advisory-group,www.thephoenixadvisorygroup.com,2012,99.9
d.light design,de-certified,bcorporation.net/directory/dlight-design,www.dlightdesign.com,2015,121.1
d.light design,de-certified,bcorporation.net/directory/dlight-design,www.dlightdesign.com,2012,146.5
Bigger Boat Consulting,de-certified,bcorporation.net/directory/bigger-boat-consulting,biggerboatconsulting.com,2017,91.8
Bigger Boat Consulting,de-certified,bcorporation.net/directory/bigger-boat-consulting,biggerboatconsulting.com,2014,107.7
Bigger Boat Consulting,de-certified,bcorporation.net/directory/bigger-boat-consulting,biggerboatconsulting.com,2012,92.4
"Icebox Knitting, LLC",de-certified,bcorporation.net/directory/icebox-knitting-llc,iceboxknitting.com,2014,92.6
"Icebox Knitting, LLC",de-certified,bcorporation.net/directory/icebox-knitting-llc,iceboxknitting.com,2012,91.1
Lovesocial,de-certified,bcorporation.net/directory/lovesocial,lovesocial.org,2014,80.4
Lovesocial,de-certified,bcorporation.net/directory/lovesocial,lovesocial.org,2012,97.1
Ned Schaub Consulting -- Social Change Strategy,de-certified,bcorporation.net/directory/ned-schaub-consulting-social-change-strategy,,2015,127.1
Ned Schaub Consulting -- Social Change Strategy,de-certified,bcorporation.net/directory/ned-schaub-consulting-social-change-strategy,,2012,125.1
Green Home,de-certified,bcorporation.net/directory/green-home,www.greenhome.com,2013,86.8
Green House Data,de-certified,bcorporation.net/directory/green-house-data,www.greenhousedata.com,2015,90.3
Green House Data,de-certified,bcorporation.net/directory/green-house-data,www.greenhousedata.com,2014,81.9
Newstart Canada,de-certified,bcorporation.net/directory/newstart-canada,www.newstartcanada.com/about.html,2014,101
Newstart Canada,de-certified,bcorporation.net/directory/newstart-canada,www.newstartcanada.com/about.html,2013,84
Equitable Origin,de-certified,bcorporation.net/directory/equitable-origin,www.equitableorigin.com,2014,89.3
Tech Ranch,de-certified,bcorporation.net/directory/tech-ranch,techranchaustin.com,2012,82.7
Incite Directives,de-certified,bcorporation.net/directory/incite-directives,www.incitedirectives.com/,2012,106.7
Asilia Africa Ltd.,de-certified,bcorporation.net/directory/asilia-africa-ltd,www.asiliaafrica.com,2012,137.2
Rhyme&Reason Clothing,de-certified,bcorporation.net/directory/rhymereason-clothing,rhymeandreasonclothing.bigcartel.com,2012,81.9
"Cool Energy, Inc.",de-certified,bcorporation.net/directory/cool-energy-inc,www.coolenergy.com,2017,87.2
"Cool Energy, Inc.",de-certified,bcorporation.net/directory/cool-energy-inc,www.coolenergy.com,2012,90.8
S°lice,de-certified,bcorporation.net/directory/sílice,www.silice.biz,2015,94.3
S°lice,de-certified,bcorporation.net/directory/sílice,www.silice.biz,2012,80.4
YR&G,de-certified,bcorporation.net/directory/yrg,www.yrgxyz.com,2014,91.5
CAL Insurance & Assoc. Inc.,de-certified,bcorporation.net/directory/cal-insurance-assoc-inc,cal-insure.com,2013,80.3
Lindes,de-certified,bcorporation.net/directory/lindes,,2016,95.9
Lindes,de-certified,bcorporation.net/directory/lindes,,2012,91.6
