company_name,current_status,b_corp_profile,website,assessment_year,overall_score
Plum Organics,certified,bcorporation.net/directory/plum-organics,plumorganics.com,2014,91.3
Plum Organics,certified,bcorporation.net/directory/plum-organics,plumorganics.com,2012,93.1
Participate Learning,certified,bcorporation.net/directory/participate,www.participatelearning.com,2017,137.4
Participate Learning,certified,bcorporation.net/directory/participate,www.participatelearning.com,2015,133.7
Participate Learning,certified,bcorporation.net/directory/participate,www.participatelearning.com,2012,135.6
Rice Fergus Miller,certified,bcorporation.net/directory/rice-fergus-miller,www.rfmarch.com,2018,85.6
Rice Fergus Miller,certified,bcorporation.net/directory/rice-fergus-miller,www.rfmarch.com,2015,94.5
Avenue,certified,bcorporation.net/directory/avenue,www.avenueagency.com,2017,85.2
Ionica,certified,bcorporation.net/directory/ionica,ionica.cc,2019,83.9
Kaya Impacto,certified,bcorporation.net/directory/kaya-impacto,www.kayaimpacto.com,2016,104.4
Plataforma µurea,certified,bcorporation.net/directory/plataforma-aurea,www.plataformaaurea.cl,2018,82.4
Plataforma µurea,certified,bcorporation.net/directory/plataforma-aurea,www.plataformaaurea.cl,2016,83.7
Vital Plan,certified,bcorporation.net/directory/vital-plan,www.vitalplan.com,2018,81.7
Vital Plan,certified,bcorporation.net/directory/vital-plan,www.vitalplan.com,2016,81
DUCA Financial Services Credit Union,certified,bcorporation.net/directory/duca-financial-services-credit-union,www.duca.com,2017,96.9
DUCA Financial Services Credit Union,certified,bcorporation.net/directory/duca-financial-services-credit-union,www.duca.com,2015,96.5
CleanChoice Energy,certified,bcorporation.net/directory/cleanchoice-energy,www.cleanchoiceenergy.com,2016,120.2
CleanChoice Energy,certified,bcorporation.net/directory/cleanchoice-energy,www.cleanchoiceenergy.com,2015,113.1
EcoLogic Solutions Inc.,certified,bcorporation.net/directory/ecologic-solutions-inc,ecologicsolutions.com,2017,91.3
EcoLogic Solutions Inc.,certified,bcorporation.net/directory/ecologic-solutions-inc,ecologicsolutions.com,2015,109
EcoLogic Solutions Inc.,certified,bcorporation.net/directory/ecologic-solutions-inc,ecologicsolutions.com,2012,105.2
Halcyon Consulting Group,certified,bcorporation.net/directory/halcyon-consulting-group,www.halcyonconsultants.ca,2017,116.2
Clean Solar,certified,bcorporation.net/directory/clean-solar,www.CleanSolar.com,2016,109.8
Clean Solar,certified,bcorporation.net/directory/clean-solar,www.CleanSolar.com,2014,99.8
Orchestrate Technologies,certified,bcorporation.net/directory/orchestrate-technologies,www.orchestratetech.com,2019,84.8
Orchestrate Technologies,certified,bcorporation.net/directory/orchestrate-technologies,www.orchestratetech.com,2016,85.4
Moyee Coffee,certified,bcorporation.net/directory/moyee-coffee,www.moyeecoffee.com/en,2016,100.6
Moyee Coffee,certified,bcorporation.net/directory/moyee-coffee,www.moyeecoffee.com/en,2014,90.7
Rubicon,certified,bcorporation.net/directory/rubicon,www.rubicon.com,2018,108.4
Rubicon,certified,bcorporation.net/directory/rubicon,www.rubicon.com,2016,105.8
Rubicon,certified,bcorporation.net/directory/rubicon,www.rubicon.com,2012,103.2
Brattleboro Savings & Loan,certified,bcorporation.net/directory/brattleboro-savings-loan,brattbank.com,2018,96.7
Bombas,certified,bcorporation.net/directory/bombas,www.bombas.com,2017,89.2
LUZ S.r.l. SocietÖ Benefit,certified,bcorporation.net/directory/luz-srl-societ-benefit-,luz.it,2019,83.8
Kids in the Game,certified,bcorporation.net/directory/kids-in-the-game,kidsinthegame.com,2019,100.6
i-propeller,certified,bcorporation.net/directory/ipropeller,i-propeller.com,2018,81
21gramos,certified,bcorporation.net/directory/21-gramos,21gramos.net,2018,82.2
APIVITA SA,certified,bcorporation.net/directory/apivita-sa,www.apivita.com,2017,84.5
Humanitarian Advisory Group,certified,bcorporation.net/directory/humanitarian-advisory-group,www.humanitarianadvisorygroup.org,2018,104
Humanitarian Advisory Group,certified,bcorporation.net/directory/humanitarian-advisory-group,www.humanitarianadvisorygroup.org,2016,121.6
Beyond Content Studio,certified,bcorporation.net/directory/beyond-content-studio,www.beyondcontentstudio.com,2019,85.6
Pura,certified,bcorporation.net/directory/pura,getpura.com,2018,85.4
Raven + Lily,certified,bcorporation.net/directory/raven-lily,www.ravenandlily.com,2016,95.3
Raven + Lily,certified,bcorporation.net/directory/raven-lily,www.ravenandlily.com,2014,108.1
Misteli Creative Agency,certified,bcorporation.net/directory/misteli-creative-agency,misteli.nl,2018,82.8
Bensimon Center,certified,bcorporation.net/directory/bensimon-center,www.BensimonCenter.com,2016,84.5
ZEGO,certified,bcorporation.net/directory/zego,www.zegofoods.com,2017,112.8
Vault + Vine,certified,bcorporation.net/directory/vaultandvine,vaultandvine.co,2017,85.4
Vault + Vine,certified,bcorporation.net/directory/vaultandvine,vaultandvine.co,2014,87.2
Vault + Vine,certified,bcorporation.net/directory/vaultandvine,vaultandvine.co,2013,85.4
MPOWERD Inc,certified,bcorporation.net/directory/mpowerd-inc,www.mpowerd.com,2018,104
MPOWERD Inc,certified,bcorporation.net/directory/mpowerd-inc,www.mpowerd.com,2015,115
MPOWERD Inc,certified,bcorporation.net/directory/mpowerd-inc,www.mpowerd.com,2013,107
R+M Agency,certified,bcorporation.net/directory/rm-agency,www.rmagency.com,2019,87.9
R+M Agency,certified,bcorporation.net/directory/rm-agency,www.rmagency.com,2016,93.1
R+M Agency,certified,bcorporation.net/directory/rm-agency,www.rmagency.com,2014,87
Nahua LLC,certified,bcorporation.net/directory/nahua-llc,nahuacacao.com/en,2016,100.8
Integral,certified,bcorporation.net/directory/integral,www.affectio.es,2017,108.4
Highlander,certified,bcorporation.net/directory/highlander,www.highlanderwealth.com,2017,90.4
Community Services Group,certified,bcorporation.net/directory/community-services-group,csgonline.org,2018,90.4
OpenBook.Works,certified,bcorporation.net/directory/openbookworks,www.openbook.works,2016,100.9
OpenBook.Works,certified,bcorporation.net/directory/openbookworks,www.openbook.works,2014,87.4
Araruna Filmes,certified,bcorporation.net/directory/araruna-filmes,araruna.net,2017,114.1
Araruna Filmes,certified,bcorporation.net/directory/araruna-filmes,araruna.net,2014,97
PARADISI SRL,certified,bcorporation.net/directory/paradisi-srl,www.paradisi.it,2019,104.1
PARADISI SRL,certified,bcorporation.net/directory/paradisi-srl,www.paradisi.it,2016,84.5
Investeco Capital,certified,bcorporation.net/directory/investeco-capital,www.investeco.com,2017,91.2
Investeco Capital,certified,bcorporation.net/directory/investeco-capital,www.investeco.com,2015,93.1
Investeco Capital,certified,bcorporation.net/directory/investeco-capital,www.investeco.com,2013,88
Green Libros,certified,bcorporation.net/directory/green-libros,www.greenlibros.com,2019,91.9
Green Libros,certified,bcorporation.net/directory/green-libros,www.greenlibros.com,2016,90.3
Green Libros,certified,bcorporation.net/directory/green-libros,www.greenlibros.com,2014,86.2
Green Libros,certified,bcorporation.net/directory/green-libros,www.greenlibros.com,2012,86
Dang Foods LLC,certified,bcorporation.net/directory/dang-foods-llc,www.Dangfoods.com,2016,84.3
Dang Foods LLC,certified,bcorporation.net/directory/dang-foods-llc,www.Dangfoods.com,2014,81.3
Rescue Agency,certified,bcorporation.net/directory/rescue-agency,rescueagency.com,2019,109.1
Rescue Agency,certified,bcorporation.net/directory/rescue-agency,rescueagency.com,2016,100
Rescue Agency,certified,bcorporation.net/directory/rescue-agency,rescueagency.com,2014,104.7
Keen Bull,certified,bcorporation.net/directory/keen-bull,www.keenbull.com,2017,96.3
Inesscents Aromatic Botanicals,certified,bcorporation.net/directory/inesscents-aromatic-botanicals,www.inesscents.com,2017,95.1
Inesscents Aromatic Botanicals,certified,bcorporation.net/directory/inesscents-aromatic-botanicals,www.inesscents.com,2015,118.7
Inesscents Aromatic Botanicals,certified,bcorporation.net/directory/inesscents-aromatic-botanicals,www.inesscents.com,2012,82.1
Sustainability Advantage,certified,bcorporation.net/directory/sustainability-advantage,sympatico.ca,2019,116.6
Sustainability Advantage,certified,bcorporation.net/directory/sustainability-advantage,sympatico.ca,2016,131.8
Sustainability Advantage,certified,bcorporation.net/directory/sustainability-advantage,sympatico.ca,2014,107.3
Sustainability Advantage,certified,bcorporation.net/directory/sustainability-advantage,sympatico.ca,2012,149.8
Cafe Campesino and Sweetwater Organic Coffee,certified,bcorporation.net/directory/cafe-campesino-and-sweetwater-organic-coffee,www.cafecampesino.com,2016,89.9
World of Books Group,certified,bcorporation.net/directory/world-of-books-group,www.worldofbooks.com,2018,84.8
MIGHTY ALLY,certified,bcorporation.net/directory/mighty-ally,www.mightyally.org,2018,113.5
Orbis Environmental,certified,bcorporation.net/directory/orbis-environmental,www.orbisenvironmental.com.au,2016,87.9
Orbis Environmental,certified,bcorporation.net/directory/orbis-environmental,www.orbisenvironmental.com.au,2014,95.5
Assimoco S.p.A.,certified,bcorporation.net/directory/gruppo-assimoco,www.assimoco.it,2017,80.6
A&R Solar,certified,bcorporation.net/directory/ar-solar,www.a-rsolar.com,2016,114.5
A&R Solar,certified,bcorporation.net/directory/ar-solar,www.a-rsolar.com,2014,91.6
A&R Solar,certified,bcorporation.net/directory/ar-solar,www.a-rsolar.com,2012,102.7
Stash Tea,certified,bcorporation.net/directory/stash-tea,www.stashtea.com,2017,80.6
SPUD.ca,certified,bcorporation.net/directory/spudca,www.spud.ca,2017,99.3
SPUD.ca,certified,bcorporation.net/directory/spudca,www.spud.ca,2013,82.7
Renewal Funds,certified,bcorporation.net/directory/renewal-funds,www.renewalfunds.com,2017,128.4
Renewal Funds,certified,bcorporation.net/directory/renewal-funds,www.renewalfunds.com,2015,122.7
Renewal Funds,certified,bcorporation.net/directory/renewal-funds,www.renewalfunds.com,2014,115.4
Renewal Funds,certified,bcorporation.net/directory/renewal-funds,www.renewalfunds.com,2012,136.2
Forward Philanthropy,certified,bcorporation.net/directory/forward-philanthropy,www.forwardphilanthropy.com,2016,86.2
Forward Philanthropy,certified,bcorporation.net/directory/forward-philanthropy,www.forwardphilanthropy.com,2012,92.3
Solar States,certified,bcorporation.net/directory/solar-states,www.solar-states.com,2018,121
Solar States,certified,bcorporation.net/directory/solar-states,www.solar-states.com,2016,85.8
Solar States,certified,bcorporation.net/directory/solar-states,www.solar-states.com,2013,89.9
Strategy Arts,certified,bcorporation.net/directory/strategy-arts,strategyarts.com,2018,102.5
Strategy Arts,certified,bcorporation.net/directory/strategy-arts,strategyarts.com,2016,102.5
Strategy Arts,certified,bcorporation.net/directory/strategy-arts,strategyarts.com,2012,100.5
TLAG - Smiile,certified,bcorporation.net/directory/smiile,www.smiile.com,2017,99.5
Nature et Decouvertes,certified,bcorporation.net/directory/nature-et-decouvertes,www.natureetdecouvertes.com,2017,86.5
Nature et Decouvertes,certified,bcorporation.net/directory/nature-et-decouvertes,www.natureetdecouvertes.com,2015,97.2
Relish New Brand Experience Inc.,certified,bcorporation.net/directory/relish-new-brand-experience-inc,relishbranding.ca,2017,83
SANDSTONE Asset Management Inc,certified,bcorporation.net/directory/sandstone-asset-management-inc,www.sandstoneam.com,2019,101.1
SANDSTONE Asset Management Inc,certified,bcorporation.net/directory/sandstone-asset-management-inc,www.sandstoneam.com,2016,81.2
"The Change Creation, Inc.",certified,bcorporation.net/directory/the-change-creation-inc,www.thechangecreation.com/,2017,81.8
"The Change Creation, Inc.",certified,bcorporation.net/directory/the-change-creation-inc,www.thechangecreation.com/,2015,88.1
"The Change Creation, Inc.",certified,bcorporation.net/directory/the-change-creation-inc,www.thechangecreation.com/,2012,80.1
Better Way Designs,certified,bcorporation.net/directory/better-way-designs,www.betterwaydesigns.org,2017,104.5
Better Way Designs,certified,bcorporation.net/directory/better-way-designs,www.betterwaydesigns.org,2015,90.8
Better Way Designs,certified,bcorporation.net/directory/better-way-designs,www.betterwaydesigns.org,2012,86.6
Fishpeople,certified,bcorporation.net/directory/fishpeople,www.fishpeopleseafood.com,2017,80.5
Fishpeople,certified,bcorporation.net/directory/fishpeople,www.fishpeopleseafood.com,2014,89.1
Fishpeople,certified,bcorporation.net/directory/fishpeople,www.fishpeopleseafood.com,2012,96.3
Sweet Livity LLC,certified,bcorporation.net/directory/sweet-livity-llc,www.sweetlivity.com,2017,121.9
Sweet Livity LLC,certified,bcorporation.net/directory/sweet-livity-llc,www.sweetlivity.com,2015,106.9
Sweet Livity LLC,certified,bcorporation.net/directory/sweet-livity-llc,www.sweetlivity.com,2012,100.7
Dean's Beans Organic Coffee Company,certified,bcorporation.net/directory/deans-beans-organic-coffee-company,www.deansbeans.com,2018,99
"Organic Bliss, Inc.",certified,bcorporation.net/directory/organic-bliss-inc,www.organicbliss.com,2016,93.7
Bond&Devick Wealth Partners,certified,bcorporation.net/directory/bonddevick-wealth-partners,Www.bondanddevick.com,2017,104.8
Bond&Devick Wealth Partners,certified,bcorporation.net/directory/bonddevick-wealth-partners,Www.bondanddevick.com,2015,114.4
Helping Habit PBC,certified,bcorporation.net/directory/helping-habit-pbc,www.helpinghabit.com,2018,93.7
Amazonas Explorer,certified,bcorporation.net/directory/amazonas-explorer,www.amazonas-explorer.com,2017,86.4
Waste Farmers,certified,bcorporation.net/directory/waste-farmers,www.wastefarmers.com,2016,85.7
Waste Farmers,certified,bcorporation.net/directory/waste-farmers,www.wastefarmers.com,2014,94.1
Jetty,certified,bcorporation.net/directory/jetty,jettylife.com,2017,82.9
Atomic Object LLC,certified,bcorporation.net/directory/atomic-object-llc,atomicobject.com,2017,110.4
Rever Consulting,certified,bcorporation.net/directory/rever-consulting,reverconsulting.com,2018,81.9
"Image Outfitters, Inc.",certified,bcorporation.net/directory/image-outfitters-inc,www.image-outfitters.com,2019,85.8
"Image Outfitters, Inc.",certified,bcorporation.net/directory/image-outfitters-inc,www.image-outfitters.com,2016,97.4
"Image Outfitters, Inc.",certified,bcorporation.net/directory/image-outfitters-inc,www.image-outfitters.com,2014,80.7
IG4 Capital,certified,bcorporation.net/directory/ig4-capital,www.ig4capital.com,2017,81.7
EM Projectes Didactics,certified,bcorporation.net/directory/em-projectes-didactics,www.emprojectesdidactics.com,2017,82.6
EM Projectes Didactics,certified,bcorporation.net/directory/em-projectes-didactics,www.emprojectesdidactics.com,2015,81.3
Baluarte Cultura,certified,bcorporation.net/directory/baluarte-cultura,www.baluartecultura.com.br,2017,95.4
Baluarte Cultura,certified,bcorporation.net/directory/baluarte-cultura,www.baluartecultura.com.br,2015,92.2
Impact Partner GmbH,certified,bcorporation.net/directory/impact-partner-gmbh,www.goodimpact.org,2017,81.2
Impact Partner GmbH,certified,bcorporation.net/directory/impact-partner-gmbh,www.goodimpact.org,2015,80.6
Trustees Unlimited LLP,certified,bcorporation.net/directory/trustees-unlimited-llp,trustees-unlimited.co.uk,2017,110.6
Trustees Unlimited LLP,certified,bcorporation.net/directory/trustees-unlimited-llp,trustees-unlimited.co.uk,2015,103.6
OMAL S.p.A,certified,bcorporation.net/directory/omal-spa,www.omal.it,2017,106.7
Pares | Strategy & Development | EstratÇgia & Desenvolvimento,certified,bcorporation.net/directory/nuap-pares,www.pares.etc.br,2017,96.8
Namidabashi Lab.,certified,bcorporation.net/directory/namidabashi-lab,www.namida-lab.com,2018,83.3
Increase,certified,bcorporation.net/directory/increase,increasecard.com,2017,81.7
E Co.,certified,bcorporation.net/directory/e-co,www.ecoltdgroup.com,2019,105
Busch Systems,certified,bcorporation.net/directory/busch-systems,www.buschsystems.com,2019,82.9
Kakou Technologies,certified,bcorporation.net/directory/kakou-technologies,www.kakou-technologies.co.uk,2019,88.1
Rhino Foods,certified,bcorporation.net/directory/rhino-foods,www.rhinofoods.com,2017,95.1
Rhino Foods,certified,bcorporation.net/directory/rhino-foods,www.rhinofoods.com,2015,93.8
Rhino Foods,certified,bcorporation.net/directory/rhino-foods,www.rhinofoods.com,2013,84.7
Peeled Snacks,certified,bcorporation.net/directory/peeled-snacks,peeledsnacks.com,2019,89.5
Peeled Snacks,certified,bcorporation.net/directory/peeled-snacks,peeledsnacks.com,2016,93.5
Peeled Snacks,certified,bcorporation.net/directory/peeled-snacks,peeledsnacks.com,2014,83
BarberGale,certified,bcorporation.net/directory/barbergale,barbergale.com,2016,80.5
BarberGale,certified,bcorporation.net/directory/barbergale,barbergale.com,2015,81.3
BarberGale,certified,bcorporation.net/directory/barbergale,barbergale.com,2013,81.8
"Adam Shay CPA, PLLC",certified,bcorporation.net/directory/adam-shay-cpa-pllc,www.adamshaycpa.com,2017,80.7
"Adam Shay CPA, PLLC",certified,bcorporation.net/directory/adam-shay-cpa-pllc,www.adamshaycpa.com,2015,86.2
"Adam Shay CPA, PLLC",certified,bcorporation.net/directory/adam-shay-cpa-pllc,www.adamshaycpa.com,2013,81.5
Oliver Russell & Associates,certified,bcorporation.net/directory/oliver-russell-associates,oliverrussell.com,2018,101.3
Oliver Russell & Associates,certified,bcorporation.net/directory/oliver-russell-associates,oliverrussell.com,2016,107.9
Oliver Russell & Associates,certified,bcorporation.net/directory/oliver-russell-associates,oliverrussell.com,2014,88.6
Oliver Russell & Associates,certified,bcorporation.net/directory/oliver-russell-associates,oliverrussell.com,2012,81.5
Business Culture Consultants,certified,bcorporation.net/directory/business-culture-consultants,businesscultureconsultants.com,2019,105.5
Business Culture Consultants,certified,bcorporation.net/directory/business-culture-consultants,businesscultureconsultants.com,2016,114
Business Culture Consultants,certified,bcorporation.net/directory/business-culture-consultants,businesscultureconsultants.com,2014,83.2
Business Culture Consultants,certified,bcorporation.net/directory/business-culture-consultants,businesscultureconsultants.com,2012,93.2
"Orbit Media Studios, Inc.",certified,bcorporation.net/directory/orbit-media-studios-inc,www.orbitmedia.com,2018,80.5
"Orbit Media Studios, Inc.",certified,bcorporation.net/directory/orbit-media-studios-inc,www.orbitmedia.com,2016,81
"Orbit Media Studios, Inc.",certified,bcorporation.net/directory/orbit-media-studios-inc,www.orbitmedia.com,2012,81.3
"Savvy Rest, Inc.",certified,bcorporation.net/directory/savvy-rest-inc,www.savvyrest.com,2017,80.1
"Savvy Rest, Inc.",certified,bcorporation.net/directory/savvy-rest-inc,www.savvyrest.com,2014,84.3
"Savvy Rest, Inc.",certified,bcorporation.net/directory/savvy-rest-inc,www.savvyrest.com,2013,80.1
"Intex Solutions, Inc.",certified,bcorporation.net/directory/intex-solutions-inc,www.intexsolutions.com,2018,86.1
"Intex Solutions, Inc.",certified,bcorporation.net/directory/intex-solutions-inc,www.intexsolutions.com,2015,84.8
ArcTern Ventures,certified,bcorporation.net/directory/arctern-ventures,www.arcternventures.com,2016,87.4
ArcTern Ventures,certified,bcorporation.net/directory/arctern-ventures,www.arcternventures.com,2013,85.3
First Affirmative Financial Network,certified,bcorporation.net/directory/first-affirmative-financial-network,firstaffirmative.com,2016,106.5
First Affirmative Financial Network,certified,bcorporation.net/directory/first-affirmative-financial-network,firstaffirmative.com,2015,120.6
MiHaven,certified,bcorporation.net/directory/mihaven,www.mihaven.com.au,2017,105.7
CoMetrics,certified,bcorporation.net/directory/cometrics,www.cometrics.com,2018,82
CoMetrics,certified,bcorporation.net/directory/cometrics,www.cometrics.com,2015,81
CoMetrics,certified,bcorporation.net/directory/cometrics,www.cometrics.com,2013,95.2
DVIGI,certified,bcorporation.net/directory/dvigi,www.dvigi.com.ar,2018,84
DVIGI,certified,bcorporation.net/directory/dvigi,www.dvigi.com.ar,2015,91.2
DVIGI,certified,bcorporation.net/directory/dvigi,www.dvigi.com.ar,2012,87.2
Revision Energy Inc,certified,bcorporation.net/directory/revision-energy-llc,www.revisionenergy.com,2018,125.9
Revision Energy Inc,certified,bcorporation.net/directory/revision-energy-llc,www.revisionenergy.com,2015,94.4
HOTEL CARLOTA,certified,bcorporation.net/directory/hotel-carlota,www.carlota.ec,2019,82.3
Muskoka Roastery Coffee Co.,certified,bcorporation.net/directory/muskoka-roastery-coffee-co,www.muskokaroastery.com,2019,97.7
LOACOM,certified,bcorporation.net/directory/loacom,www.loacom.com,2018,94.3
Awake,certified,bcorporation.net/directory/awake,awake.travel,2018,81.8
Y Scouts,certified,bcorporation.net/directory/y-scouts,www.yscouts.com,2019,83.2
Y Scouts,certified,bcorporation.net/directory/y-scouts,www.yscouts.com,2016,81.2
Y Scouts,certified,bcorporation.net/directory/y-scouts,www.yscouts.com,2013,80.1
AMS Fulfillment,certified,bcorporation.net/directory/ams-fulfillment,www.amsfulfillment.com,2017,84.4
Animal Experience International,certified,bcorporation.net/directory/animal-experience-international,www.animalexperienceinternational.com/,2017,159.6
Animal Experience International,certified,bcorporation.net/directory/animal-experience-international,www.animalexperienceinternational.com/,2015,109.3
Animal Experience International,certified,bcorporation.net/directory/animal-experience-international,www.animalexperienceinternational.com/,2013,120.2
Winnow,certified,bcorporation.net/directory/winnow,www.winnowsolutions.com,2020,82.2
Winnow,certified,bcorporation.net/directory/winnow,www.winnowsolutions.com,2017,82.3
Management Resources,certified,bcorporation.net/directory/management-resources,managementresources.biz,2017,81.2
Management Resources,certified,bcorporation.net/directory/management-resources,managementresources.biz,2015,100.5
Management Resources,certified,bcorporation.net/directory/management-resources,managementresources.biz,2012,88.7
"Thrive Farmers International, Inc.",certified,bcorporation.net/directory/thrive-farmers-international-inc,thrivefarmers.com,2019,96.3
"Thrive Farmers International, Inc.",certified,bcorporation.net/directory/thrive-farmers-international-inc,thrivefarmers.com,2016,83.2
Singlebrook Technology,certified,bcorporation.net/directory/singlebrook-technology,singlebrook.com,2018,97.4
Singlebrook Technology,certified,bcorporation.net/directory/singlebrook-technology,singlebrook.com,2016,101.1
Singlebrook Technology,certified,bcorporation.net/directory/singlebrook-technology,singlebrook.com,2013,111.2
Broota SPA,certified,bcorporation.net/directory/broota-spa,www.broota.com,2016,90.8
Broota SPA,certified,bcorporation.net/directory/broota-spa,www.broota.com,2013,84.2
Novex Delivery Solutions,certified,bcorporation.net/directory/novex-delivery-solutions,www.novex.ca,2017,91.6
Novex Delivery Solutions,certified,bcorporation.net/directory/novex-delivery-solutions,www.novex.ca,2015,89
Novex Delivery Solutions,certified,bcorporation.net/directory/novex-delivery-solutions,www.novex.ca,2013,92.2
Urbane & Gallant,certified,bcorporation.net/directory/urbane-gallant,www.urbanegallant.com,2017,83.8
Urbane & Gallant,certified,bcorporation.net/directory/urbane-gallant,www.urbanegallant.com,2015,112.7
InspiraFarms,certified,bcorporation.net/directory/inspirafarms,www.inspirafarms.com,2017,106.5
InspiraFarms,certified,bcorporation.net/directory/inspirafarms,www.inspirafarms.com,2015,91.8
Recicladora Urbana,certified,bcorporation.net/directory/recicladora-urbana,www.recicladoraurbana.com.br,2017,127.4
Recicladora Urbana,certified,bcorporation.net/directory/recicladora-urbana,www.recicladoraurbana.com.br,2015,110.4
Portland Garment Factory,certified,bcorporation.net/directory/portland-garment-factory,portlandgarmentfactory.com,2018,82.5
Allied Cloud,certified,bcorporation.net/directory/social-data-systems,www.alliedcloud.com,2017,80.2
Entrust Financial,certified,bcorporation.net/directory/entrust-financial,www.entrustfinancial.com,2017,97.2
ALL GREEN RECYCLING INC.,certified,bcorporation.net/directory/all-green-recycling-inc,www.all-green.com,2017,110.9
Bottega Filosofica,certified,bcorporation.net/directory/bottega-filosofica-srl,www.bottegafilosofica.net,2017,82.1
Grassriots,certified,bcorporation.net/directory/grassriots,www.grassriots.com,2018,82.1
Lucky Iron Fish Enterprise,certified,bcorporation.net/directory/lucky-iron-fish-enterprise,www.luckyironfish.com,2018,118.5
Lucky Iron Fish Enterprise,certified,bcorporation.net/directory/lucky-iron-fish-enterprise,www.luckyironfish.com,2016,153.7
Lucky Iron Fish Enterprise,certified,bcorporation.net/directory/lucky-iron-fish-enterprise,www.luckyironfish.com,2014,115.3
Plongà,certified,bcorporation.net/directory/plongà,plonge.com.br,2017,89.5
Omnifarious Ltd. - Omni Productions & Omni Digital,certified,bcorporation.net/directory/omnifarious-ltd-omni-productions-omni-digital,www.omnifarious-group.com,2018,89.1
Green4Good - Compugen Finance,certified,bcorporation.net/directory/green4good-compugen-finance,www.green4good.ca,2017,91.7
SUBENCO div. Euro Brand Management GmbH,certified,bcorporation.net/directory/subenco-div-euro-brand-management-gmbh,www.eurobrandmanagement.com,2017,82.3
SUBENCO div. Euro Brand Management GmbH,certified,bcorporation.net/directory/subenco-div-euro-brand-management-gmbh,www.eurobrandmanagement.com,2015,82.6
TARGET-DDI,certified,bcorporation.net/directory/target-ddi,www.target-ddi.cl,2016,91
TARGET-DDI,certified,bcorporation.net/directory/target-ddi,www.target-ddi.cl,2014,94.6
Savy,certified,bcorporation.net/directory/savy,www.savy.io,2017,80.6
Asta Corp Produtos Sustentaveis Ltda,certified,bcorporation.net/directory/asta-corp-produtos-sustentaveis-ltda,www.redeasta.com.br,2018,96.9
Asta Corp Produtos Sustentaveis Ltda,certified,bcorporation.net/directory/asta-corp-produtos-sustentaveis-ltda,www.redeasta.com.br,2015,92.8
DISRUPTIVO,certified,bcorporation.net/directory/disruptivo,disruptivo.tv,2017,93.8
Last Triumph,certified,bcorporation.net/directory/last-triumph,lasttriumph.com,2019,96.5
Last Triumph,certified,bcorporation.net/directory/last-triumph,lasttriumph.com,2016,136.2
Last Triumph,certified,bcorporation.net/directory/last-triumph,lasttriumph.com,2014,86.2
Simplicity Works Benefit LLC,certified,bcorporation.net/directory/simplicity-works-benefit-llc,simpli.works,2019,85.9
Rentcars Ltda,certified,bcorporation.net/directory/rentcars-ltda,www.rentcars.com,2018,82.4
ZYN,certified,bcorporation.net/directory/zyn,drinkzyn.com,2018,96.8
Vivid CD (inc GlassyAnt),certified,bcorporation.net/directory/vivid-cd,www.vividcd.com,2017,87.9
WayCarbon,certified,bcorporation.net/directory/way-carbon,www.waycarbon.com,2019,83
Buinzoo s.a.,certified,bcorporation.net/directory/buinzoo-sa,www.buinzoo.cl,2017,86.3
Buinzoo s.a.,certified,bcorporation.net/directory/buinzoo-sa,www.buinzoo.cl,2015,81.8
5T Sports Group,certified,bcorporation.net/directory/5t-sports,www.5tsports.com,2018,89.9
GenÇtica del Este S.A.,certified,bcorporation.net/directory/genetica-del-este-sa,geneticadeleste.com.ar,2017,82.8
PALO IT Singapore,certified,bcorporation.net/directory/palo-it-singapore,sg.palo-it.com,2018,80.4
Good Innovation,certified,bcorporation.net/directory/good-innovation,www.goodinnovation.co.uk,2018,84.8
"Suministros Analogico Digitales, S. de R.L.",certified,bcorporation.net/directory/suministros-analogico-digitales-s-de-rl,gruposad.com.mx,2017,83.2
"Suministros Analogico Digitales, S. de R.L.",certified,bcorporation.net/directory/suministros-analogico-digitales-s-de-rl,gruposad.com.mx,2015,81.7
"Cobas Asset Management SGIIC, S.A.",certified,bcorporation.net/directory/cobas-asset-management-sgiic-sa,www.cobasam.com,2018,85
Open Impact LLC,certified,bcorporation.net/directory/open-impact-llc,openimpact.io,2019,80.3
Waterleaf Architecture,certified,bcorporation.net/directory/waterleaf-architecture,www.waterleaf.com,2018,87.4
Waterleaf Architecture,certified,bcorporation.net/directory/waterleaf-architecture,www.waterleaf.com,2016,80.4
Ginger Salon Inc,certified,bcorporation.net/directory/ginger-salon-inc,www.gingersalon.com,2017,80.5
Ginger Salon Inc,certified,bcorporation.net/directory/ginger-salon-inc,www.gingersalon.com,2015,83.7
Respect Group,certified,bcorporation.net/directory/respect-group,www.respectgroupinc.com,2018,106.7
ARA Consultants Limited,certified,bcorporation.net/directory/ara-consultants-limited,www.araconsultants.com.au,2018,93.8
"Sundial Brands, LLC",certified,bcorporation.net/directory/sundial-brands-llc,www.sundialbrands.com,2018,83.3
"Sundial Brands, LLC",certified,bcorporation.net/directory/sundial-brands-llc,www.sundialbrands.com,2017,80
"Sundial Brands, LLC",certified,bcorporation.net/directory/sundial-brands-llc,www.sundialbrands.com,2015,83.2
BMyA / Bruno Matarazzo y Asoc.,certified,bcorporation.net/directory/bmy-a-bruno-matarazzo-y-asoc,www.brunomatarazzo.com.ar,2018,80
Ephemere Square,certified,bcorporation.net/directory/ephemere-square,www.ephemeresquare.com,2018,81.3
