Little Yellow Bird,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/little-yellow-bird,littleyellowbird.co.nz,2018,115.5,76.9,12.4,8.7,17.3
Little Yellow Bird,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/little-yellow-bird,littleyellowbird.co.nz,2016,102.0,68.9,23.1,10.0,
Blacksmith Limited,certified,HR Consulting & Recruiting,bcorporation.net/directory/blacksmith-limited,www.blacksmith.co.nz,2018,94.7,23.1,5.3,8.7,35.7
Blacksmith Limited,certified,HR Consulting & Recruiting,bcorporation.net/directory/blacksmith-limited,www.blacksmith.co.nz,2016,85.2,25.3,5.0,6.9,24.6
Grupo Educativo,certified,Education & Training Services,bcorporation.net/directory/grupo-educativo,www.grupoeducativo.cl,2016,116.6,24.0,8.3,19.0,24.8
Grupo Educativo,certified,Education & Training Services,bcorporation.net/directory/grupo-educativo,www.grupoeducativo.cl,2014,152.9,14.7,4.7,10.5,10.1
COGNI,certified,Energy Efficiency & Consulting,bcorporation.net/directory/cogni,www.cogni.group,2016,83.9,12.4,33.8,13.2,24.5
Rhiza Capital Inc.,certified,Equity Investor - Developed Markets,bcorporation.net/directory/rhiza-capital-inc,www.rhizacapital.com,2018,93.0,32.9,4.5,12.2,21.6
ImpactReady,certified,Research & Design,bcorporation.net/directory/impactready,www.impactready.org,2017,104.1,63.0,5.8,8.5,
ImpactReady,certified,Research & Design,bcorporation.net/directory/impactready,www.impactready.org,2016,91.6,29.1,1.3,5.4,0.0
Happy Family Organics,certified,Food & Beverage,bcorporation.net/directory/happy-family-brands,www.happyfamilybrands.com,2018,107.3,24.5,39.6,18.7,24.3
Happy Family Organics,certified,Food & Beverage,bcorporation.net/directory/happy-family-brands,www.happyfamilybrands.com,2016,105.0,25.7,41.3,10.2,23.9
Happy Family Organics,certified,Food & Beverage,bcorporation.net/directory/happy-family-brands,www.happyfamilybrands.com,2014,89.4,24.5,33.5,8.0,16.4
GEA,certified,Recycling Services & Waste Management,bcorporation.net/directory/gea,www.geasustentable.com.ar,2016,92.4,21.4,41.3,7.0,22.7
"Capricorn Investment Group, LLC",certified,Investment Advisor,bcorporation.net/directory/capricorn-investment-group-llc,www.capricornllc.com,2016,80.8,11.5,6.6,15.7,30.1
"Capricorn Investment Group, LLC",certified,Investment Advisor,bcorporation.net/directory/capricorn-investment-group-llc,www.capricornllc.com,2014,98.6,12.0,11.3,15.0,32.2
"Allbirds, Inc.",certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/allbirds-inc,www.allbirds.com,2019,89.4,19.6,28.6,15.4,22.9
"Allbirds, Inc.",certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/allbirds-inc,www.allbirds.com,2016,81.9,29.6,17.1,17.3,17.9
"West Paw, Inc.",certified,Pet Products,bcorporation.net/directory/west-paw-inc,westpaw.com,2017,93.0,20.1,35.3,14.8,22.8
"West Paw, Inc.",certified,Pet Products,bcorporation.net/directory/west-paw-inc,westpaw.com,2015,97.7,16.4,50.0,13.6,17.6
"West Paw, Inc.",certified,Pet Products,bcorporation.net/directory/west-paw-inc,westpaw.com,2013,94.6,16.6,45.1,11.1,21.7
PixelSpoke,certified,Marketing & Communications Services,bcorporation.net/directory/pixelspoke,www.pixelspoke.com,2019,102.4,22.8,7.9,19.0,35.5
PixelSpoke,certified,Marketing & Communications Services,bcorporation.net/directory/pixelspoke,www.pixelspoke.com,2016,103.4,30.1,6.4,13.9,35.1
PixelSpoke,certified,Marketing & Communications Services,bcorporation.net/directory/pixelspoke,www.pixelspoke.com,2014,80.8,27.6,7.8,12.8,27.6
Evolution Marketing,certified,Other,bcorporation.net/directory/evolution-marketing,www.greenmkting.com,2018,91.7,43.1,14.8,12.8,
Geek Girl Tech,certified,IT Software & Services/Web Design,bcorporation.net/directory/geek-girl-tech,www.geekgirltech.com,2018,84.5,34.5,12.0,19.5,16.5
Oé,certified,Food & Beverage,bcorporation.net/directory/pinotbleu,oeforgood.com,2017,81.6,18.6,28.7,11.2,23.1
Emprendia,certified,Home & Personal Care,bcorporation.net/directory/emprendia,www.emprendia.net,2016,81.1,20.0,5.4,12.2,25.3
Emprendia,certified,Home & Personal Care,bcorporation.net/directory/emprendia,www.emprendia.net,2014,111.6,44.1,9.8,16.1,26.4
Emprendia,certified,Home & Personal Care,bcorporation.net/directory/emprendia,www.emprendia.net,2012,89.5,23.1,8.5,6.4,25.1
Já Fui Mandioca!,certified,"Housewares, Home Furnishings, & Accessories",bcorporation.net/directory/cbpak-tecnologia-sa,www.jafuimandioca.com.br,2016,81.4,16.5,36.7,10.6,17.6
PUCCI,certified,Fine Arts,bcorporation.net/directory/pucci,www.pucci.cr,2016,110.3,29.8,42.5,9.2,15.5
NBTA Credit Union,certified,Other,bcorporation.net/directory/nbta-credit-union,www.nbtacu.nb.ca,2017,84.5,17.5,5.3,14.0,31.9
Late,certified,Food & Beverage,bcorporation.net/directory/late,www.late.cl,2016,84.9,43.7,10.9,14.1,16.2
Late,certified,Food & Beverage,bcorporation.net/directory/late,www.late.cl,2014,85.1,46.8,12.7,10.5,15.1
Late,certified,Food & Beverage,bcorporation.net/directory/late,www.late.cl,2012,81.2,55.4,6.1,7.0,12.5
Common Good Solutions,certified,Nonprofit Consulting & Fundraising,bcorporation.net/directory/common-good-solutions-inc,www.commongoodsolutions.ca,2016,101.1,31.6,10.9,14.9,25.9
Common Good Solutions,certified,Nonprofit Consulting & Fundraising,bcorporation.net/directory/common-good-solutions-inc,www.commongoodsolutions.ca,2013,106.5,18.3,4.6,13.7,31.3
BEE'S WRAP,certified,"Housewares, Home Furnishings, & Accessories",bcorporation.net/directory/bees-wrap,www.beeswrap.com,2018,82.5,21.0,38.6,7.0,15.8
Aspen Medical,certified,Healthcare Providers,bcorporation.net/directory/aspen-medical,www.aspenmedical.com.au,2018,90.2,17.9,9.9,6.2,26.1
Aspen Medical,certified,Healthcare Providers,bcorporation.net/directory/aspen-medical,www.aspenmedical.com.au,2016,88.0,20.0,9.4,6.1,23.9
CoPeace,certified,Equity Investor - Developed Markets,bcorporation.net/directory/co-peace,copeace.com,2019,87.9,28.7,5.1,18.1,19.4
Physee,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/physee,www.physee.eu,2017,80.4,11.1,41.4,7.1,20.8
Opus Design,certified,,bcorporation.net/directory/opus-design,opusdesign.us,2019,81.6,16.8,5.7,11.6,33.6
Finisterre,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/finisterre,finisterre.com,2017,80.8,20.5,28.3,12.8,19.2
"Aunt Bertha, A Public Benefit Corporation",certified,IT Software & Services/Web Design,bcorporation.net/directory/aunt-bertha,company.auntbertha.com,2019,124.6,21.0,5.6,14.8,28.7
"Aunt Bertha, A Public Benefit Corporation",certified,IT Software & Services/Web Design,bcorporation.net/directory/aunt-bertha,company.auntbertha.com,2016,119.1,19.7,5.6,17.2,26.2
"Aunt Bertha, A Public Benefit Corporation",certified,IT Software & Services/Web Design,bcorporation.net/directory/aunt-bertha,company.auntbertha.com,2014,108.3,22.9,5.6,17.6,16.4
3Degrees Group Inc.,certified,Sustainability Consulting,bcorporation.net/directory/3degrees-group-inc,www.3degreesinc.com,2017,101.2,19.6,37.9,18.1,25.6
3Degrees Group Inc.,certified,Sustainability Consulting,bcorporation.net/directory/3degrees-group-inc,www.3degreesinc.com,2015,106.4,17.2,42.9,19.3,27.0
3Degrees Group Inc.,certified,Sustainability Consulting,bcorporation.net/directory/3degrees-group-inc,www.3degreesinc.com,2012,102.3,14.2,38.4,15.0,34.4
Carbon Analytics,certified,IT Software & Services/Web Design,bcorporation.net/directory/carbon-analytics,www.co2analytics.com,2017,95.8,12.8,10.6,18.7,27.0
Carbon Analytics,certified,IT Software & Services/Web Design,bcorporation.net/directory/carbon-analytics,www.co2analytics.com,2015,86.6,23.7,23.4,18.1,21.3
Purely Elizabeth,certified,Food & Beverage,bcorporation.net/directory/purely-elizabeth,www.purelyelizabeth.com,2017,82.3,25.0,22.0,13.8,21.5
Purely Elizabeth,certified,Food & Beverage,bcorporation.net/directory/purely-elizabeth,www.purelyelizabeth.com,2015,82.3,24.4,26.5,11.3,20.1
FARAD Group,certified,Investment Advisor,bcorporation.net/directory/farad-group,www.farad-group.com,2016,81.5,22.6,7.8,11.4,29.8
Pearl Consulting,certified,Management and Financial Consulting,bcorporation.net/directory/pearl-consulting,www.pearlconsult.com,2017,85.6,23.9,5.0,5.0,12.4
Les Prés Rient Bio,certified,Food & Beverage,bcorporation.net/directory/les-2-vaches,www.les2vaches.com,2017,82.9,21.2,26.2,11.0,24.5
Sofies International SA,certified,Sustainability Consulting,bcorporation.net/directory/sofies-international-sa,www.sofiesgroup.com,2019,85.0,10.7,9.1,8.1,27.8
SLEEP'N Atocha,certified,Hospitality,bcorporation.net/directory/sleepn-atocha,www.sleepnatocha.com,2019,85.0,14.1,27.9,16.1,23.3
Wicked Ideas,certified,Marketing & Communications Services,bcorporation.net/directory/wicked-ideas-media-inc,www.wickedideas.ca,2016,82.8,31.3,4.2,11.9,
Wicked Ideas,certified,Marketing & Communications Services,bcorporation.net/directory/wicked-ideas-media-inc,www.wickedideas.ca,2014,82.5,22.4,8.7,9.6,0.0
WOWOWA Architecture,certified,Architecture/Design/Planning,bcorporation.net/directory/wowowa-architecture,www.wowowa.com.au,2018,95.0,36.6,20.8,7.2,30.3
Uppercup & 321Water,certified,Industrial Manufacturing,bcorporation.net/directory/uppercup-321-water,www.uppercup.com,2019,110.8,61.5,27.1,8.1,
Talent Web,certified,HR Consulting & Recruiting,bcorporation.net/directory/talent-web,www.talentweb.com.au,2018,81.3,23.1,8.5,11.1,31.3
T2 Tea,certified,Food & Beverage,bcorporation.net/directory/t2-tea,www.t2tea.com,2018,92.0,24.5,33.5,11.7,22.1
Big Path Capital,certified,Other,bcorporation.net/directory/big-path-capital,www.bigpathcapital.com,2017,109.1,42.2,11.5,14.4,
Big Path Capital,certified,Other,bcorporation.net/directory/big-path-capital,www.bigpathcapital.com,2014,98.1,24.3,10.7,13.8,0.0
Big Path Capital,certified,Other,bcorporation.net/directory/big-path-capital,www.bigpathcapital.com,2012,110.1,31.4,10.5,13.1,0.0
EPOCH PI,certified,Other,bcorporation.net/directory/epoch-pi,www.epochpi.com,2016,81.9,27.8,6.2,15.8,32.1
Nodo Chile,certified,Management and Financial Consulting,bcorporation.net/directory/nodo-chile,www.nodochile.cl,2017,93.0,10.5,6.2,12.0,
BlueWave Solar,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/bluewave-solar,bluewavesolar.com,2017,87.8,20.1,35.7,11.0,21.0
Sharesies,certified,Other,bcorporation.net/directory/sharesies,www.sharesies.nz/#,2018,80.3,18.4,3.6,13.4,33.2
Ethique,certified,Home & Personal Care,bcorporation.net/directory/ethique,www.ethiquebeauty.com,2017,117.1,56.0,25.2,10.6,25.3
Ethique,certified,Home & Personal Care,bcorporation.net/directory/ethique,www.ethiquebeauty.com,2015,105.7,41.8,32.6,6.6,24.6
CoGo - Connecting Good,certified,IT Software & Services/Web Design,bcorporation.net/directory/co-go-connecting-good,nz.cogo.co,2018,81.1,30.6,3.5,12.9,21.1
Redvespa,certified,Other,bcorporation.net/directory/redvespa,www.redvespa.com,2017,80.1,25.7,11.0,10.7,25.4
Grow Good,certified,Education & Training Services,bcorporation.net/directory/grow-good,www.growgood.co,2018,92.4,26.6,14.7,8.1,30.6
Grow Good,certified,Education & Training Services,bcorporation.net/directory/grow-good,www.growgood.co,2016,85.2,30.2,15.9,8.1,28.8
BioBalance Ltd,certified,Other,bcorporation.net/directory/bio-balance-ltd,www.biobalance.co.nz,2017,81.2,18.6,34.7,10.3,17.4
Banqer,certified,IT Software & Services/Web Design,bcorporation.net/directory/banqer,banqer.co,2017,92.7,23.2,1.7,10.8,21.5
Sawmill Brewery,certified,Food & Beverage,bcorporation.net/directory/sawmill-brewery,sawmillbrewery.co.nz,2018,82.8,18.3,35.0,6.7,22.7
Flashworks Media,certified,Film & Music Production,bcorporation.net/directory/flashworks-media,www.flashworksmedia.co.nz,2019,80.3,24.4,8.3,8.0,29.6
Duffle & Co,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/duffle-co,www.duffleandco.com,2017,83.6,40.3,13.5,6.2,23.6
thinkstep Australasia,certified,Sustainability Consulting,bcorporation.net/directory/thinkstep-australasia,www.thinkstep.com/Australasia,2017,96.8,21.4,10.9,11.9,26.5
VerdeCon,certified,Contractors & Builders,bcorporation.net/directory/verde-con,www.verdecon.com.au,2019,85.9,12.6,47.7,6.0,19.2
Impact Seed,certified,Research & Design,bcorporation.net/directory/impact-seed,www.impactseed.org,2018,83.4,40.1,4.4,11.2,
James&Co (Australia) Pty Ltd,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/james-co-australia-pty-ltd,jamesandcovegan.net,2018,81.1,71.6,2.7,6.8,
Trips Plus Holidays With Purpose Pty Ltd,certified,Home & Personal Care,bcorporation.net/directory/trips-plus-holidays-with-purpose-pty-ltd,www.tripsplus.org,2018,90.5,66.3,15.3,8.8,
25eight Group,certified,Research & Design,bcorporation.net/directory/25eight-group,www.25eight.co,2018,83.2,32.8,5.6,7.2,24.0
Team Unico,certified,Food & Beverage,bcorporation.net/directory/team-unico,www.unicozelo.com.au,2019,81.2,19.7,26.2,8.4,22.9
Factors Group Australia,certified,Pharmaceuticals & Supplies,bcorporation.net/directory/factors-group-australia,bioclinicnaturals.com.au,2018,81.9,18.3,21.1,8.8,23.9
The Farm Collective,certified,Growers,bcorporation.net/directory/the-farm-collective,www.thefarm.com.au,2018,103.6,34.7,45.7,9.0,14.2
NutriSoil Pty Ltd,certified,Other,bcorporation.net/directory/nutri-soil-pty-ltd,www.nutrisoil.com.au,2018,84.9,21.7,34.5,8.8,19.7
Sample Coffee Roasters Pty Ltd,certified,Food & Beverage,bcorporation.net/directory/sample-coffee-roasters-pty-ltd,www.samplecoffee.com.au,2018,84.6,44.4,12.5,6.5,21.1
The Talent Connective,certified,HR Consulting & Recruiting,bcorporation.net/directory/the-talent-connective,www.thetalentconnective.com,2018,87.0,67.9,12.1,7.0,
All The Wild Roses Pty Limited,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/all-the-wild-roses-pty-limited,allthewildroses.com,2018,106.9,67.3,29.5,9.9,
The Sociable Weaver Group,certified,Design/Build,bcorporation.net/directory/the-sociable-weaver-group,thesociableweaver.com.au,2018,83.3,22.6,29.7,10.6,20.3
Beam Australia,certified,Research & Design,bcorporation.net/directory/beam-australia,beamaustralia.com.au,2018,81.0,21.8,13.4,9.2,25.5
Ironbark Sustainability,certified,Sustainability Consulting,bcorporation.net/directory/ironbark-sustainability,www.ironbarksustainability.com.au,2018,90.9,14.4,37.1,8.9,30.4
Project Gen Z,certified,Education & Training Services,bcorporation.net/directory/project-gen-z,www.projectgenz.com.au,2019,97.3,34.9,2.1,9.1,
Arnsdorf,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/arnsdorf,www.arnsdorf.com.au,2018,80.2,32.5,19.0,6.2,22.4
Metagenics Australia,certified,Pharmaceuticals & Supplies,bcorporation.net/directory/metagenics-australia,www.metagenics.com.au,2018,81.9,17.5,23.4,10.9,26.0
People With Purpose,certified,Management and Financial Consulting,bcorporation.net/directory/people-with-purpose,peoplewithpurpose.com,2018,81.3,27.3,8.6,5.8,33.5
Gulliver,certified,Management and Financial Consulting,bcorporation.net/directory/gulliver,www.gulliver.cl,2017,88.8,19.6,4.8,14.4,
Gulliver,certified,Management and Financial Consulting,bcorporation.net/directory/gulliver,www.gulliver.cl,2013,86.5,12.7,5.9,3.3,19.3
Vital Choice,certified,Food & Beverage,bcorporation.net/directory/vital-choice,www.vitalchoice.com,2016,80.7,26.1,22.1,8.2,20.5
Vital Choice,certified,Food & Beverage,bcorporation.net/directory/vital-choice,www.vitalchoice.com,2014,83.8,22.7,29.9,6.7,21.1
Vital Farms,certified,Food & Beverage,bcorporation.net/directory/vital-farms,www.vitalfarms.com,2018,108.9,42.9,26.4,16.6,23.0
Better World Books,certified,Books & Media,bcorporation.net/directory/better-world-books,www.betterworldbooks.com,2018,114.7,39.5,32.2,15.6,17.9
Better World Books,certified,Books & Media,bcorporation.net/directory/better-world-books,www.betterworldbooks.com,2016,114.0,44.0,27.2,15.5,17.2
Better World Books,certified,Books & Media,bcorporation.net/directory/better-world-books,www.betterworldbooks.com,2014,113.0,40.6,31.1,13.0,20.6
Better World Books,certified,Books & Media,bcorporation.net/directory/better-world-books,www.betterworldbooks.com,2011,122.4,39.0,23.1,17.3,31.1
Paintbox Catering and Bistro Inc.,certified,Restaurant,bcorporation.net/directory/paintbox-catering-and-bistro-inc,www.paintboxcatering.ca,2017,120.3,72.0,16.1,14.4,17.8
Paintbox Catering and Bistro Inc.,certified,Restaurant,bcorporation.net/directory/paintbox-catering-and-bistro-inc,www.paintboxcatering.ca,2015,110.8,64.2,10.5,17.3,18.9
Paintbox Catering and Bistro Inc.,certified,Restaurant,bcorporation.net/directory/paintbox-catering-and-bistro-inc,www.paintboxcatering.ca,2012,85.5,48.4,8.8,10.1,18.0
Actitudlab,certified,Education & Training Services,bcorporation.net/directory/actitudlab,www.actitudlab.com,2016,101.7,27.7,10.4,15.9,27.6
Actitudlab,certified,Education & Training Services,bcorporation.net/directory/actitudlab,www.actitudlab.com,2014,122.1,22.5,7.1,14.1,18.7
Sir Kensington's,certified,Food & Beverage,bcorporation.net/directory/sir-kensingtons,sirkensingtons.com,2018,83.0,20.9,28.2,12.8,20.9
Clear Blue Commercial,certified,Real Estate Development,bcorporation.net/directory/clear-blue-commercial,clearbluecommercial.com,2018,119.3,73.9,24.6,20.7,
Clear Blue Commercial,certified,Real Estate Development,bcorporation.net/directory/clear-blue-commercial,clearbluecommercial.com,2016,82.1,31.6,20.4,7.8,22.3
"Deltec Homes, Inc.",certified,Contractors & Builders,bcorporation.net/directory/deltec-homes-inc,www.deltechomes.com,2018,82.2,28.0,22.4,13.1,18.7
"Deltec Homes, Inc.",certified,Contractors & Builders,bcorporation.net/directory/deltec-homes-inc,www.deltechomes.com,2016,81.7,23.4,25.9,10.5,21.8
Ocean Brands,certified,Home & Personal Care,bcorporation.net/directory/ocean-brands,oceanbrands.com,2018,91.3,25.9,26.8,13.5,24.9
Spring Bank,certified,Credit Provider,bcorporation.net/directory/spring-bank,www.springbankny.com,2018,136.2,24.6,5.2,23.6,27.5
Spring Bank,certified,Credit Provider,bcorporation.net/directory/spring-bank,www.springbankny.com,2016,110.5,22.4,5.9,12.1,19.7
Fairware Promotional Products,certified,Marketing & Communications Services,bcorporation.net/directory/fairware-promotional-products,www.fairware.com,2017,92.5,34.6,20.5,13.5,23.9
Fairware Promotional Products,certified,Marketing & Communications Services,bcorporation.net/directory/fairware-promotional-products,www.fairware.com,2014,101.3,38.2,28.2,12.2,22.7
Fairware Promotional Products,certified,Marketing & Communications Services,bcorporation.net/directory/fairware-promotional-products,www.fairware.com,2012,98.8,23.0,36.4,12.0,27.2
DOJO4,certified,IT Software & Services/Web Design,bcorporation.net/directory/dojo4,dojo4.com,2016,98.6,35.4,15.0,21.0,23.4
DOJO4,certified,IT Software & Services/Web Design,bcorporation.net/directory/dojo4,dojo4.com,2015,88.2,28.6,11.4,17.7,28.4
King Arthur Flour Company,certified,Food & Beverage,bcorporation.net/directory/king-arthur-flour-company,kingarthurflour.com,2019,122.5,19.0,21.5,18.1,60.5
King Arthur Flour Company,certified,Food & Beverage,bcorporation.net/directory/king-arthur-flour-company,kingarthurflour.com,2016,116.6,20.4,18.8,19.2,58.1
King Arthur Flour Company,certified,Food & Beverage,bcorporation.net/directory/king-arthur-flour-company,kingarthurflour.com,2014,107.6,18.1,12.7,18.1,58.6
King Arthur Flour Company,certified,Food & Beverage,bcorporation.net/directory/king-arthur-flour-company,kingarthurflour.com,2012,98.1,16.4,11.6,12.8,57.0
Green City Growers,certified,Growers,bcorporation.net/directory/green-city-growers,greencitygrowers.com,2016,130.2,19.6,62.2,11.5,13.6
Green City Growers,certified,Growers,bcorporation.net/directory/green-city-growers,greencitygrowers.com,2014,124.6,40.8,53.8,11.0,9.3
boxgreen,certified,Food & Beverage,bcorporation.net/directory/boxgreen,www.boxgreen.co,2017,81.8,36.6,10.0,8.5,20.5
Seal The Seasons,certified,Food & Beverage,bcorporation.net/directory/seal-the-seasons,www.sealtheseasons.com,2017,83.0,54.6,4.4,6.7,17.3
Lake Champlain Chocolates,certified,Food & Beverage,bcorporation.net/directory/lake-champlain-chocolates,www.lakechamplainchocolates.com,2018,81.5,38.6,16.9,7.3,18.5
Coates Kokes,certified,Marketing & Communications Services,bcorporation.net/directory/coates-kokes,www.coateskokes.com,2017,92.8,28.0,9.8,10.9,25.5
White & Elm,certified,Home & Personal Care,bcorporation.net/directory/white-and-elm,www.whiteandelm.com,2017,87.6,49.1,30.3,8.2,
Grove Collaborative Inc.,certified,Home & Personal Care,bcorporation.net/directory/grove-collaborative,www.grove.co,2016,84.6,25.0,24.8,14.9,19.9
Grove Collaborative Inc.,certified,Home & Personal Care,bcorporation.net/directory/grove-collaborative,www.grove.co,2014,85.4,18.4,29.7,12.8,24.5
"Unboxed, S.C.",certified,Sustainability Consulting,bcorporation.net/directory/unboxed-sc,www.unboxed.mx,2017,112.9,68.1,9.4,16.4,
Someone Somewhere,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/someone-somewhere,someonesomewhere.mx,2017,100.8,74.0,5.8,12.7,
Rayito de Luna S.A,certified,Home & Personal Care,bcorporation.net/directory/rayito-de-luna-sa,www.rayitodeluna.mx,2017,83.1,53.0,18.6,11.5,
Grameen de la Frontera,certified,Credit Provider,bcorporation.net/directory/grameen-de-la-frontera,www.grameendelafrontera.org.mx/microfinanzas,2017,130.6,41.8,7.3,14.9,24.7
Image Relay,certified,IT Software & Services/Web Design,bcorporation.net/directory/image-relay,www.imagerelay.com,2016,80.2,27.2,12.7,10.8,23.2
Image Relay,certified,IT Software & Services/Web Design,bcorporation.net/directory/image-relay,www.imagerelay.com,2014,80.6,22.0,11.4,10.9,29.3
ChicoBag Company,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/chicobag-company,www.chicobag.com,2017,114.5,24.5,52.7,17.7,19.6
ChicoBag Company,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/chicobag-company,www.chicobag.com,2015,118.6,20.9,59.0,15.3,23.4
ChicoBag Company,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/chicobag-company,www.chicobag.com,2013,104.7,29.8,40.8,12.1,21.9
Fido Systems,certified,IT Software & Services/Web Design,bcorporation.net/directory/fido-systems,fidosystems.net,2018,81.6,13.3,9.6,14.1,30.8
Fido Systems,certified,IT Software & Services/Web Design,bcorporation.net/directory/fido-systems,fidosystems.net,2016,81.1,19.9,10.7,9.1,31.7
Conexia,certified,Other,bcorporation.net/directory/conexia,www.conexia.com,2017,93.1,27.8,9.8,16.8,24.5
Conexia,certified,Other,bcorporation.net/directory/conexia,www.conexia.com,2015,86.1,32.8,9.8,15.6,15.3
Conexia,certified,Other,bcorporation.net/directory/conexia,www.conexia.com,2012,81.9,23.8,11.1,6.5,27.7
The Builders Fund,certified,Equity Investor - Developed Markets,bcorporation.net/directory/the-builders-fund,www.thebuildersfund.com,2016,128.8,27.1,16.1,17.3,
The Builders Fund,certified,Equity Investor - Developed Markets,bcorporation.net/directory/the-builders-fund,www.thebuildersfund.com,2015,115.7,26.0,10.0,17.1,0.0
Observer Media Group,certified,Online Community,bcorporation.net/directory/observer-media-group,www.nationalobserver.com,2017,83.2,28.1,5.0,8.9,22.4
miEnergy,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/mienergy,www.mienergy.ca,2018,85.0,17.1,40.2,7.6,20.1
E. di C. S.p.A. società benefit,certified,Management and Financial Consulting,bcorporation.net/directory/e-di-c-sp-a-societ-benefit,www.edicspa.it,2018,84.0,19.6,21.9,16.6,16.9
Mills Office Productivity,certified,Office Products & Printing,bcorporation.net/directory/mills-office-productivity,mills.ca,2016,115.7,50.5,26.4,13.4,25.4
Mills Office Productivity,certified,Office Products & Printing,bcorporation.net/directory/mills-office-productivity,mills.ca,2014,105.8,44.5,28.3,8.1,24.9
Mills Office Productivity,certified,Office Products & Printing,bcorporation.net/directory/mills-office-productivity,mills.ca,2012,82.7,22.3,23.3,10.4,26.7
Dialogue Experience,certified,Education & Training Services,bcorporation.net/directory/dialogue-experience,www.dialogue-experience.com.hk,2017,100.4,35.3,0.5,12.8,20.2
IN GOOD CO,certified,Marketing & Communications Services,bcorporation.net/directory/in-good-co,weareingoodco.com,2016,80.5,21.9,11.8,6.8,18.6
WA Verlichting B.V./Suslight Nederland,certified,Other,bcorporation.net/directory/wa-verlichting-bv,suslight.nl,2017,83.5,39.6,28.3,15.5,
WA Verlichting B.V./Suslight Nederland,certified,Other,bcorporation.net/directory/wa-verlichting-bv,suslight.nl,2016,84.1,17.5,37.6,8.6,20.3
Cielo Hammocks,certified,"Sports Equipment, Toys & Accessories",bcorporation.net/directory/cielo-hammocks,www.cielohammocks.com,2016,106.1,56.7,7.6,12.9,21.4
Cielo Hammocks,certified,"Sports Equipment, Toys & Accessories",bcorporation.net/directory/cielo-hammocks,www.cielohammocks.com,2014,117.5,69.0,14.2,7.5,17.9
Uncommon Goods,certified,Online Marketplace,bcorporation.net/directory/uncommongoods,uncommongoods.com,2018,126.2,56.2,24.0,14.1,26.7
Uncommon Goods,certified,Online Marketplace,bcorporation.net/directory/uncommongoods,uncommongoods.com,2016,119.8,54.8,22.4,14.3,28.3
Uncommon Goods,certified,Online Marketplace,bcorporation.net/directory/uncommongoods,uncommongoods.com,2014,111.3,47.2,23.9,11.7,21.3
Uncommon Goods,certified,Online Marketplace,bcorporation.net/directory/uncommongoods,uncommongoods.com,2012,98.5,31.5,24.6,12.9,26.1
OluKai,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/olukai,olukai.com,2016,80.5,22.7,20.6,13.4,23.8
OluKai,certified,"Apparel, Footwear & Accessories",bcorporation.net/directory/olukai,olukai.com,2015,80.9,18.2,25.4,13.0,24.4
Thanksgiving Coffee Co.,certified,Food & Beverage,bcorporation.net/directory/thanksgiving-coffee-co,www.thanksgivingcoffee.com,2017,103.7,38.0,27.6,16.4,21.5
Thanksgiving Coffee Co.,certified,Food & Beverage,bcorporation.net/directory/thanksgiving-coffee-co,www.thanksgivingcoffee.com,2015,108.0,55.7,24.1,8.7,19.5
"North Coast Brewing Co., Inc.",certified,Food & Beverage,bcorporation.net/directory/north-coast-brewing-co-inc,www.northcoastbrewing.com,2017,100.2,22.9,44.1,15.9,17.3
"North Coast Brewing Co., Inc.",certified,Food & Beverage,bcorporation.net/directory/north-coast-brewing-co-inc,www.northcoastbrewing.com,2015,82.1,18.7,39.9,5.9,17.5
Ecotone Software Consulting Inc.,certified,IT Software & Services/Web Design,bcorporation.net/directory/ecotone-software-consulting-inc,www.ecotonesoftware.com,2019,81.3,39.8,13.1,22.7,
Ecotone Software Consulting Inc.,certified,IT Software & Services/Web Design,bcorporation.net/directory/ecotone-software-consulting-inc,www.ecotonesoftware.com,2016,82.2,52.2,11.4,18.0,
Danone Dairy Belgium,certified,Food & Beverage,bcorporation.net/directory/danone-dairy-belgium,www.danone.be,2018,84.2,19.3,25.3,10.1,29.3
Danone The Netherlands,certified,Food & Beverage,bcorporation.net/directory/danone-the-netherlands,www.danone.nl,2018,89.4,21.7,23.8,16.3,27.5
ecoRobotix SA,certified,Agricultural Services,bcorporation.net/directory/eco-robotix-sa,www.ecorobotix.com,2018,80.3,19.1,22.9,10.9,27.3
NWG spa,certified,Renewable Energy Generation & Installation,bcorporation.net/directory/nwg-spa,www.nwgitalia.it,2017,104.1,22.9,45.8,9.5,25.9
